LatLng,Rental link,Sales link,company id,company name,company_url,phone number
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=209,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=209,209,Deja Vu Real Estate Brokers,https://www.justproperty.com/en/company/deja-vu-real-estate-brokers-209/,97143996487
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=928,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=928,928,Delta International Real Estate,https://www.justproperty.com/en/company/delta-international-real-estate-928/,800347
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1639,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1639,1639,Desert Arabian Real Estate Brokers,https://www.justproperty.com/en/company/desert-arabian-real-estate-brokers-1639/,97144431765
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1707,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1707,1707,Diamond Real Estate,https://www.justproperty.com/en/company/diamond-real-estate-1707/,503545758
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1736,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1736,1736,Diamond Rocks Real Estate,https://www.justproperty.com/en/company/diamond-rocks-real-estate-1736/,45545616
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=511,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=511,511,District Real Estate,https://www.justproperty.com/en/company/district-real-estate-511/,971800373373
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1702,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1702,1702,Divine Homes,https://www.justproperty.com/en/company/divine-homes-1702/,971556064799
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1771,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1771,1771,Dubai Asset Management,https://www.justproperty.com/en/company/dubai-asset-management-1771/,97144351146
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1760,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1760,1760,Dynasty Real Estate Broker,https://www.justproperty.com/en/company/dynasty-real-estate-broker-1760/,97145846450
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=18,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=18,18,Edwards And Towers,https://www.justproperty.com/en/company/edwards-and-towers-18/,97143995787
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1735,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1735,1735,Emirates Corner Properties,https://www.justproperty.com/en/company/emirates-corner-properties-1735/,504741424
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1640,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1640,1640,Emirates Industrial City,https://www.justproperty.com/en/company/emirates-industrial-city-1640/,97165310500
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=434,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=434,434,Ensky Real Estate LLC,https://www.justproperty.com/en/company/ensky-real-estate-llc-434/,97124480086
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=228,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=228,228,First Choice Properties,https://www.justproperty.com/en/company/first-choice-properties-228/,97124455574
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1672,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1672,1672,Flora Bright Properties,https://www.justproperty.com/en/company/flora-bright-properties-1672/,97143996881
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1700,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1700,1700,Friends Real Estate,https://www.justproperty.com/en/company/friends-real-estate-1700/,971508084393
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1684,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1684,1684,Future Homes Real Estate,https://www.justproperty.com/en/company/future-homes-real-estate-1684/,971505475748
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1213,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1213,1213,Future Line Real Estate,https://www.justproperty.com/en/company/future-line-real-estate-1213/,97144250323
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1744,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1744,1744,Glass and Stone Real Estate,https://www.justproperty.com/en/company/glass-and-stone-real-estate-1744/,971562904322
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=544,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=544,544,Golden Gateway Real Estate,https://www.justproperty.com/en/company/golden-gateway-real-estate-544/,97144218687
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=8,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=8,8,Goldenwave Properties,https://www.justproperty.com/en/company/goldenwave-properties-8/,97143212622
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1206,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1206,1206,Green Apple Real Estate,https://www.justproperty.com/en/company/green-apple-real-estate-1206/,97143548820
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=403,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=403,403,Green Future Real Estate,https://www.justproperty.com/en/company/green-future-real-estate-403/,971558792902
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=14,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=14,14,H and H Investment And Development LLC,https://www.justproperty.com/en/company/h-and-h-investment-and-development-llc-14/,97180022554422
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1699,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1699,1699,Hadramout Real Estate,https://www.justproperty.com/en/company/hadramout-real-estate-1699/,971528800612
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1647,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1647,1647,Hamra Properties,https://www.justproperty.com/en/company/hamra-properties-1647/,97143566504
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=335,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=335,335,Harbor Real Estate,https://www.justproperty.com/en/company/harbor-real-estate-335/,97143251616
"[25.125246, 55.208982]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=283,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=283,283,haus & haus,https://www.justproperty.com/en/company/haus-haus-283/,97143025800
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1751,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1751,1751,haus & haus Holiday Rental,https://www.justproperty.com/en/company/haus-haus-holiday-rental-1751/,97143025835
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1703,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1703,1703,HAWKINS REAL ESTATE,https://www.justproperty.com/en/company/hawkins-real-estate-1703/,971562543720
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=480,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=480,480,Henry Wiltshire,https://www.justproperty.com/en/company/henry-wiltshire-480/,97125102400
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1722,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1722,1722,Highlands Real Estate,https://www.justproperty.com/en/company/highlands-real-estate-1722/,97167467755
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1235,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1235,1235,Home Lounge Real Estate,https://www.justproperty.com/en/company/home-lounge-real-estate-1235/,97142866770
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=43,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=43,43,House Hunters Real Estate,https://www.justproperty.com/en/company/house-hunters-real-estate-43/,97144522007
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=4,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=4,4,Hunt and Harris,https://www.justproperty.com/en/company/hunt-and-harris-4/,97144221602
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1712,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1712,1712,Hym Properties,https://www.justproperty.com/en/company/hym-properties-1712/,97142595969
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=85,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=85,85,Indus Real Estate,https://www.justproperty.com/en/company/indus-real-estate-85/,97143159500
"[25.220645, 55.280304]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1032,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1032,1032,Instone Real Estate Broker,https://www.justproperty.com/en/company/instone-real-estate-broker-1032/,971544467639
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1723,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1723,1723,Jemeza Properties,https://www.justproperty.com/en/company/jemeza-properties-1723/,506260866
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1661,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1661,1661,JNM Specialists Real Estate Brokerage,https://www.justproperty.com/en/company/jnm-specialists-real-estate-brokerage-1661/,971553052555
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=624,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=624,624,JRD Internal Test,https://www.justproperty.com/en/company/jrd-internal-test-624/,9611919191
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1683,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1683,1683,JustProperty Test for PF,https://www.justproperty.com/en/company/justproperty-test-for-pf-1683/,97145560300
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=66,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=66,66,JustPropertySales Test,https://www.justproperty.com/en/company/justpropertysales-test-66/,97144201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1240,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1240,1240,Kaizen Property Services,https://www.justproperty.com/en/company/kaizen-property-services-1240/,97144534917
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1145,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1145,1145,Kennedy Properties,https://www.justproperty.com/en/company/kennedy-properties-1145/,971506620169
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1261,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1261,1261,Khalifa Al Fahad Real Estate,https://www.justproperty.com/en/company/khalifa-al-fahad-real-estate-1261/,43474716
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1262,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1262,1262,Khalifa Bakhit Real Estate Llc,https://www.justproperty.com/en/company/khalifa-bakhit-real-estate-llc-1262/,43746151
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1263,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1263,1263,Khalifa Humood Salem Humood,https://www.justproperty.com/en/company/khalifa-humood-salem-humood-1263/,506450328
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1264,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1264,1264,Kingley Homes,https://www.justproperty.com/en/company/kingley-homes-1264/,44559351
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1265,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1265,1265,Knight Frank,https://www.justproperty.com/en/company/knight-frank-1265/,44512000
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1266,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1266,1266,Knight's Court Real Estate,https://www.justproperty.com/en/company/knights-court-real-estate-1266/,43996166
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1267,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1267,1267,Knockbridge Real Estate,https://www.justproperty.com/en/company/knockbridge-real-estate-1267/,45595737
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1268,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1268,1268,Korek Real Estate,https://www.justproperty.com/en/company/korek-real-estate-1268/,43638880
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1269,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1269,1269,La Maison Real Estate,https://www.justproperty.com/en/company/la-maison-real-estate-1269/,42562387
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=249,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=249,249,La Palma Properties,https://www.justproperty.com/en/company/la-palma-properties-249/,97144542117
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1270,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1270,1270,Lahej And Sultan Real Estate,https://www.justproperty.com/en/company/lahej-and-sultan-real-estate-1270/,43230568
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1724,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1724,1724,Land Mark Real Estate,https://www.justproperty.com/en/company/land-mark-real-estate-1724/,971561066707
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1272,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1272,1272,Landeur GlobalReal Estate L.L.C.,https://www.justproperty.com/en/company/landeur-globalreal-estate-llc-1272/,544790999
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1274,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1274,1274,Landmark Properties,https://www.justproperty.com/en/company/landmark-properties-1274/,42405050
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1275,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1275,1275,Lauda International,https://www.justproperty.com/en/company/lauda-international-1275/,501374397
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=216,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=216,216,LDI International Real Estate Broker,https://www.justproperty.com/en/company/ldi-international-real-estate-broker-216/,97144323920
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1276,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1276,1276,Le Reve Homes,https://www.justproperty.com/en/company/le-reve-homes-1276/,569532532
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1278,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1278,1278,Legacy Real Estate Brokers,https://www.justproperty.com/en/company/legacy-real-estate-brokers-1278/,43298121
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1279,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1279,1279,Life Time Real Estate Brokerage,https://www.justproperty.com/en/company/life-time-real-estate-brokerage-1279/,529996678
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1280,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1280,1280,LifeSpace Real Estate,https://www.justproperty.com/en/company/lifespace-real-estate-1280/,504780625
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1281,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1281,1281,Lime House Real Estate,https://www.justproperty.com/en/company/lime-house-real-estate-1281/,45124023
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1643,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1643,1643,Limes Wood Real Estate Brokers,https://www.justproperty.com/en/company/limes-wood-real-estate-brokers-1643/,97144462074
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1282,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1282,1282,Link Home Properties,https://www.justproperty.com/en/company/link-home-properties-1282/,97125013222
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1284,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1284,1284,Llj Property Llc,https://www.justproperty.com/en/company/llj-property-llc-1284/,97124950500
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1285,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1285,1285,Location Real Estate,https://www.justproperty.com/en/company/location-real-estate-1285/,971508792134
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1695,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1695,1695,Lodhi Real Estate,https://www.justproperty.com/en/company/lodhi-real-estate-1695/,506952220
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1286,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1286,1286,Loyal Realty,https://www.justproperty.com/en/company/loyal-realty-1286/,97144522118
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1287,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1287,1287,Lucky Real Estate,https://www.justproperty.com/en/company/lucky-real-estate-1287/,971506455666
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1288,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1288,1288,Luluat Al Dar Real Estate,https://www.justproperty.com/en/company/luluat-al-dar-real-estate-1288/,97143411152
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1290,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1290,1290,LUXHABITAT,https://www.justproperty.com/en/company/luxhabitat-1290/,971559795087
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1246,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1246,1246,Luxury Homes Real Estate LLC,https://www.justproperty.com/en/company/luxury-homes-real-estate-llc-1246/,971566609036
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1299,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1299,1299,Luxury Mansion Real Estate,https://www.justproperty.com/en/company/luxury-mansion-real-estate-1299/,971568308777
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1301,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1301,1301,Luxuryproperty.Com,https://www.justproperty.com/en/company/luxurypropertycom-1301/,97142406211
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1304,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1304,1304,M & Y Properties,https://www.justproperty.com/en/company/m-y-properties-1304/,971504585591
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1306,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1306,1306,M and S Real Estate LLC,https://www.justproperty.com/en/company/m-and-s-real-estate-llc-1306/,971554418053
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=189,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=189,189,M&S Real Estate,https://www.justproperty.com/en/company/ms-real-estate-189/,97144581678
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1730,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1730,1730,Mabani Real Estate,https://www.justproperty.com/en/company/mabani-real-estate-1730/,502253443
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=663,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=663,663,Madenaty Real Estate,https://www.justproperty.com/en/company/madenaty-real-estate-663/,97144201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1704,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1704,1704,Mafateeh Real Estate,https://www.justproperty.com/en/company/mafateeh-real-estate-1704/,971506723394
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1308,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1308,1308,Mahel Real Estate,https://www.justproperty.com/en/company/mahel-real-estate-1308/,971556783067
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1310,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1310,1310,Mahenti Real Estate,https://www.justproperty.com/en/company/mahenti-real-estate-1310/,97144475461
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1312,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1312,1312,Malik Properties,https://www.justproperty.com/en/company/malik-properties-1312/,97144541266
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1250,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1250,1250,Mallorca Properties,https://www.justproperty.com/en/company/mallorca-properties-1250/,44201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1314,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1314,1314,Malmo Real Estate,https://www.justproperty.com/en/company/malmo-real-estate-1314/,971505115205
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1739,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1739,1739,Manarat Al Shati Real Estate,https://www.justproperty.com/en/company/manarat-al-shati-real-estate-1739/,97165677500
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=539,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=539,539,Manas Properties,https://www.justproperty.com/en/company/manas-properties-539/,97144201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1316,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1316,1316,Manazil Real Estate,https://www.justproperty.com/en/company/manazil-real-estate-1316/,971502005797
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1317,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1317,1317,Manresa Real Estate,https://www.justproperty.com/en/company/manresa-real-estate-1317/,971553973786
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=917,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=917,917,Mansion Properties,https://www.justproperty.com/en/company/mansion-properties-917/,97144201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1319,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1319,1319,Marmara Real Estate,https://www.justproperty.com/en/company/marmara-real-estate-1319/,971556088899
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1660,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1660,1660,Mash Holdings and Real Estate Brokers,https://www.justproperty.com/en/company/mash-holdings-and-real-estate-brokers-1660/,97143927755
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1321,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1321,1321,Maverick Real Estate Broker,https://www.justproperty.com/en/company/maverick-real-estate-broker-1321/,97144579928
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1323,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1323,1323,Max Home Real Estate,https://www.justproperty.com/en/company/max-home-real-estate-1323/,97126665599
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1188,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1188,1188,Mazaya Real Estate,https://www.justproperty.com/en/company/mazaya-real-estate-1188/,971508037966
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=152,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=152,152,McCone Properties,https://www.justproperty.com/en/company/mccone-properties-152/,97144201044
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=444,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=444,444,MD Real Estate LLC,https://www.justproperty.com/en/company/md-real-estate-llc-444/,97126429875
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1335,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1335,1335,Mena Properties Services,https://www.justproperty.com/en/company/mena-properties-services-1335/,97143889963
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=142,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=142,142,Metropolitan Premium Properties,https://www.justproperty.com/en/company/metropolitan-premium-properties-142/,97142932433
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=1338,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=1338,1338,Mi Casa Real Estate Brokers,https://www.justproperty.com/en/company/mi-casa-real-estate-brokers-1338/,971558020768
"[25.210542, 55.273095]",https://www.justproperty.com/en/rent/uae/properties-for-rent/?company_profile=167,https://www.justproperty.com/en/buy/uae/properties-for-sale/?company_profile=167,167,Midas Real Estate,https://www.justproperty.com/en/company/midas-real-estate-167/,97144201044
